"","Posted.On","BHK","Rent","Size","Floor","Area.Type","Area.Locality","City","Furnishing.Status","Tenant.Preferred","Bathroom","Point.of.Contact"
"4249","2022-06-22",2,12500,1200,"2 out of 5","Super Area","Kompally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4250","2022-06-22",3,25000,1970,"5 out of 9","Super Area","Kompally","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"4252","2022-06-19",2,12000,1000,"4 out of 5","Super Area","Secunderabad","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner"
"4254","2022-05-02",2,6000,1250,"Ground out of 1","Super Area","Ambedkar Nagar-Boduppal, Secunderabad","Hyderabad","Unfurnished","Family",2,"Contact Owner"
"4255","2022-07-06",3,30000,1940,"1 out of 5","Carpet Area","Hyder Nagar, NH 9","Hyderabad","Semi-Furnished","Bachelors",3,"Contact Owner"
"4256","2022-06-27",2,18000,700,"7 out of 8","Carpet Area","Rajendra Mandal","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4257","2022-06-02",2,8500,700,"2 out of 3","Super Area","Budwel","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"4258","2022-05-25",2,7500,100,"1 out of 3","Super Area","Amberpet","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4260","2022-06-18",2,15000,980,"3 out of 5","Super Area","Langar Houz","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4261","2022-05-06",2,15500,800,"2 out of 2","Super Area","Prakash Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4262","2022-05-25",3,20000,1250,"2 out of 6","Super Area","Qutub Shahi Tombs","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4263","2022-07-06",2,11000,1000,"Ground out of 1","Carpet Area","Beeramguda, Ramachandra Puram, NH 9","Hyderabad","Semi-Furnished","Family",2,"Contact Owner"
"4264","2022-06-14",2,15000,1000,"Ground out of 4","Super Area","Mehdipatnam","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4265","2022-06-23",3,17000,1800,"Ground out of 1","Carpet Area","Bandlaguda Jagir","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner"
"4266","2022-06-06",3,20000,2000,"1 out of 3","Carpet Area","Srisailam Highway","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"4267","2022-07-08",3,20000,1500,"1 out of 6","Super Area","Peeramcheru","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"4268","2022-07-08",2,12000,1050,"3 out of 4","Super Area","Uppal, NH 2 2","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner"
"4270","2022-07-08",2,11500,1000,"2 out of 3","Carpet Area","Attapur","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4271","2022-05-27",2,6500,700,"2 out of 3","Super Area","Meerpet","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4272","2022-05-21",1,10000,750,"1 out of 2","Super Area","Mallampet, Outer Ring Road","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4273","2022-06-29",1,6000,450,"2 out of 6","Super Area","Sainikpuri","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4274","2022-05-20",3,14000,1000,"1 out of 2","Super Area","Malakpet, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4275","2022-07-06",3,34000,1500,"2 out of 14","Carpet Area","Gachibowli","Hyderabad","Semi-Furnished","Family",3,"Contact Agent"
"4276","2022-05-15",2,15000,1550,"Ground out of 13","Super Area","LB Nagar, NH 9","Hyderabad","Furnished","Family",2,"Contact Owner"
"4277","2022-05-07",2,20000,1450,"2 out of 3","Super Area","LB Nagar, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4278","2022-07-05",2,9500,650,"3 out of 5","Carpet Area","Beeramguda, Ramachandra Puram, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4279","2022-05-23",2,10000,650,"3 out of 5","Carpet Area","Beeramguda, Ramachandra Puram, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4280","2022-06-06",3,30000,1500,"5 out of 5","Carpet Area","Kondapur","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent"
"4281","2022-06-14",2,13000,900,"2 out of 3","Super Area","Puppalaguda","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner"
"4282","2022-07-06",3,45000,1645,"8 out of 19","Carpet Area","Kokapet, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent"
"4283","2022-05-06",2,8000,600,"4 out of 7","Super Area","Alijapur, Qutub Shahi Tombs","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4284","2022-07-08",2,25000,1250,"Ground out of 6","Super Area","Alkapur Township, Manikonda, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4285","2022-07-01",2,12000,1300,"1 out of 2","Carpet Area","Sai Nagar-Uppal","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Owner"
"4286","2022-05-23",2,19000,1000,"1 out of 3","Carpet Area","Manikonda, Outer Ring Road","Hyderabad","Semi-Furnished","Family",2,"Contact Owner"
"4287","2022-07-08",3,22000,1500,"4 out of 6","Super Area","Indra Nagar, Moti Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"4288","2022-07-08",2,15000,1150,"4 out of 5","Super Area","Suchitra Circle","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4289","2022-06-14",2,15000,110,"2 out of 3","Super Area","Mehdipatnam","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4290","2022-07-04",2,10000,103,"Ground out of 1","Super Area","Sainikpuri","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4291","2022-06-25",2,10000,1050,"4 out of 5","Carpet Area","Hayathnagar, NH 9","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner"
"4292","2022-06-14",2,7000,60,"1 out of 6","Super Area","Model Town Colony, Nawab Saheb Kunta","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4293","2022-05-21",2,15000,1170,"2 out of 4","Super Area","Sitaphalmandi, Padmarao Nagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4294","2022-06-20",2,9500,167,"Ground out of 1","Super Area","Hari Hara Puram, B N Reddy Nagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4295","2022-05-25",1,6500,500,"2 out of 2","Super Area","in Bandlaguda Jagir","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"4296","2022-05-07",1,10000,600,"Ground out of 4","Super Area","Jubilee Hills","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4297","2022-06-22",1,8000,600,"1 out of 4","Super Area","Pragathi Nagar, Kukatpally","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4298","2022-05-12",1,3300,200,"Ground out of 2","Super Area","Moula Ali","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4299","2022-06-10",2,12000,600,"1 out of 2","Super Area","Upparpally, Hyderabad Expressway","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4300","2022-06-18",2,20000,900,"2 out of 4","Super Area","Himayath Nagar, NH 7","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4301","2022-07-08",2,12000,800,"Ground out of 6","Super Area","Bandlaguda Jagir","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4302","2022-05-31",3,20000,1000,"2 out of 4","Carpet Area","Opposite andhra mahila sabha","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4303","2022-06-14",3,70000,3200,"11 out of 15","Carpet Area","Financial District, Nanakram Guda","Hyderabad","Semi-Furnished","Family",3,"Contact Agent"
"4304","2022-05-05",2,10000,1400,"Ground out of 1","Super Area","Bheeram guda","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner"
"4305","2022-05-06",1,8500,550,"Ground out of 2","Super Area","Kukatpally, NH 9","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4306","2022-06-08",1,8000,540,"4 out of 4","Carpet Area","Sanath Nagar, NH 9","Hyderabad","Unfurnished","Family",1,"Contact Owner"
"4307","2022-06-14",1,8000,400,"Ground out of 3","Super Area","Nagole","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4308","2022-05-19",2,13000,1225,"2 out of 4","Super Area","Sun City, Bandlaguda, Chevella Road","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner"
"4309","2022-06-29",3,15500,1430,"1 out of 1","Carpet Area","Dr A.S. Rao Nagar","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner"
"4311","2022-06-18",2,10000,1197,"Ground out of 2","Super Area","Dammaiguda","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4312","2022-07-06",2,18000,1150,"2 out of 5","Carpet Area","Kondapur","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Agent"
"4313","2022-05-06",1,12000,500,"4 out of 5","Super Area","Kondapur","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"4314","2022-05-25",2,9000,1200,"Ground out of 2","Carpet Area","Gandhamguda, Bairagiguda","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4315","2022-06-10",1,6000,500,"2 out of 4","Super Area","Gajularamaram","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4316","2022-05-29",3,32000,1600,"3 out of 6","Super Area","Raj Bhawan Road","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner"
"4317","2022-07-06",2,36000,1100,"1 out of 5","Super Area","Madhapur","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner"
"4318","2022-07-02",2,17000,1220,"1 out of 6","Super Area","Masab Tank","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4319","2022-06-02",3,20000,1500,"2 out of 5","Super Area","Habsiguda, NH 2 2","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner"
"4320","2022-06-18",1,9000,500,"4 out of 4","Super Area","KPHB Road","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4321","2022-06-24",2,9500,850,"2 out of 3","Super Area","Dellapur","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4322","2022-05-20",2,7000,1000,"2 out of 3","Super Area","B N Reddy Nagar, Nagarjuna Sagar Road","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4323","2022-05-18",3,17000,100,"1 out of 1","Carpet Area","Masab Tank","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner"
"4324","2022-06-14",2,19500,1140,"Ground out of 5","Super Area","Miyapur, NH 9","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner"
"4325","2022-05-25",2,25000,1100,"2 out of 3","Super Area","Masab Tank","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner"
"4326","2022-06-06",3,14000,1400,"3 out of 4","Super Area","Bolarum, Medchal Road","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4327","2022-07-06",2,16000,1350,"3 out of 5","Super Area","Kukatpally, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4328","2022-06-08",2,15000,180,"Ground out of 2","Carpet Area","Kachiguda, NH 2 2","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4329","2022-05-16",2,13000,1250,"2 out of 6","Super Area","LB Nagar, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4330","2022-06-14",2,12000,1300,"2 out of 5","Super Area","Peeramcheru","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4331","2022-07-09",2,12000,840,"2 out of 4","Super Area","Old Nallakunta","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4332","2022-05-03",2,7500,1200,"1 out of 3","Super Area","Dammaiguda","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4333","2022-05-20",2,13000,700,"3 out of 4","Super Area","Habsiguda, NH 2 2","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner"
"4334","2022-05-29",4,52000,2700,"11 out of 13","Super Area","Gachibowli","Hyderabad","Furnished","Bachelors/Family",4,"Contact Owner"
"4335","2022-07-10",2,22000,1100,"1 out of 12","Carpet Area","Miyapur, NH 9","Hyderabad","Furnished","Family",2,"Contact Agent"
"4336","2022-04-28",2,18000,1000,"Ground out of 2","Carpet Area","Uppal, NH 2 2","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Owner"
"4337","2022-06-06",2,7000,1000,"1 out of 2","Super Area","Hayathnagar, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"4338","2022-06-08",3,16500,1600,"2 out of 5","Super Area","Attapur","Hyderabad","Semi-Furnished","Family",3,"Contact Owner"
"4339","2022-05-24",3,13000,1550,"1 out of 5","Carpet Area","Bandlaguda Jagir","Hyderabad","Unfurnished","Bachelors",3,"Contact Owner"
"4340","2022-06-25",1,6000,600,"Ground out of 4","Super Area","Amberpet","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"4342","2022-07-10",2,21000,1100,"4 out of 5","Carpet Area","Himayath Nagar, NH 7","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"4343","2022-05-07",3,10000,1000,"2 out of 2","Carpet Area","Manikonda, Outer Ring Road","Hyderabad","Furnished","Family",2,"Contact Owner"
"4344","2022-05-09",2,12000,1000,"2 out of 2","Super Area","Kothapet","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4345","2022-07-02",3,30000,1800,"5 out of 5","Carpet Area","Anand Nagar-Khairatabad, NH 7","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner"
"4346","2022-07-10",2,15000,1300,"3 out of 5","Carpet Area","Kondapur","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"4347","2022-05-12",2,10000,1100,"Ground out of 2","Super Area","Kapra","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4348","2022-05-12",2,9000,950,"2 out of 3","Super Area","Chanda Nagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4349","2022-07-01",2,10000,1000,"2 out of 3","Carpet Area","Rock Town Colony","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Owner"
"4350","2022-05-20",2,8000,1200,"1 out of 3","Super Area","Hayathnagar, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4351","2022-06-18",6,60000,2800,"Ground out of 3","Super Area","Boduppal, NH 2 2","Hyderabad","Furnished","Bachelors/Family",7,"Contact Owner"
"4352","2022-06-29",2,8000,550,"2 out of 4","Super Area","Attapur","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4353","2022-06-10",2,8500,1000,"2 out of 16","Carpet Area","Medipally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4354","2022-05-12",2,7500,800,"2 out of 4","Super Area","Pragathi Nagar, Kukatpally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4355","2022-06-18",2,5000,600,"Ground out of 2","Super Area","Meerpet","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4356","2022-07-02",3,30000,1800,"5 out of 5","Carpet Area","Anand Nagar-Khairatabad, NH 7","Hyderabad","Unfurnished","Family",3,"Contact Owner"
"4358","2022-06-12",2,12000,1000,"2 out of 4","Super Area","Ram nagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4359","2022-06-10",2,15500,1100,"3 out of 4","Super Area","Kachiguda, NH 2 2","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4360","2022-04-29",3,26000,1450,"4 out of 7","Super Area","Lingampally-Serilingampally, NH 2 2","Hyderabad","Semi-Furnished","Family",2,"Contact Owner"
"4361","2022-05-26",1,8000,550,"2 out of 3","Super Area","Rasoolpura, Mahatma Gandhi Road","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"4362","2022-06-30",2,12000,933,"2 out of 5","Super Area","Kompally","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner"
"4363","2022-07-02",3,15000,1100,"1 out of 10","Carpet Area","Prashanth Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4364","2022-06-18",2,10000,1030,"3 out of 6","Super Area","Dr A.S. Rao Nagar","Hyderabad","Semi-Furnished","Family",2,"Contact Owner"
"4365","2022-05-28",3,20000,1150,"2 out of 4","Carpet Area","Pragathi Nagar, Moosapet","Hyderabad","Semi-Furnished","Family",3,"Contact Owner"
"4366","2022-06-10",2,12500,850,"Ground out of 5","Carpet Area","Prem nagar-Erragadda","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner"
"4367","2022-06-02",2,18000,1000,"2 out of 3","Super Area","Kondapur","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4368","2022-06-21",3,21000,1400,"3 out of 4","Carpet Area","LB Nagar, NH 9","Hyderabad","Semi-Furnished","Family",3,"Contact Owner"
"4369","2022-07-10",3,95000,2700,"23 out of 30","Carpet Area","Gachibowli","Hyderabad","Furnished","Bachelors",3,"Contact Agent"
"4370","2022-05-19",3,26000,1700,"7 out of 14","Carpet Area","Hafeezpet, NH 9","Hyderabad","Semi-Furnished","Family",3,"Contact Owner"
"4371","2022-06-02",3,53000,1742,"25 out of 35","Super Area","Gachibowli","Hyderabad","Semi-Furnished","Family",2,"Contact Agent"
"4372","2022-06-14",2,13000,1000,"3 out of 4","Super Area","Miyapur, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4373","2022-06-29",2,12000,1440,"1 out of 3","Super Area","Attapur","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4374","2022-07-06",3,28000,1600,"1 out of 6","Super Area","Chanda Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"4375","2022-07-06",3,57000,1838,"4 out of 30","Super Area","Gachibowli","Hyderabad","Unfurnished","Bachelors",3,"Contact Agent"
"4376","2022-05-24",2,10000,1200,"2 out of 2","Super Area","Beeramguda, Ramachandra Puram, NH 9","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner"
"4377","2022-05-06",3,21467,200,"1 out of 1","Super Area","Uppal, NH 2 2","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4379","2022-07-07",1,7000,400,"4 out of 4","Carpet Area","Humayun Nagar","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4380","2022-07-06",2,30000,1350,"5 out of 14","Super Area","Gachibowli","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Agent"
"4381","2022-05-17",3,40000,1960,"13 out of 25","Super Area","Nallagandla, Serilingampally","Hyderabad","Unfurnished","Bachelors",3,"Contact Agent"
"4382","2022-06-08",1,9000,800,"1 out of 2","Super Area","Nagole","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4383","2022-07-02",2,15000,1000,"2 out of 5","Super Area","Bachupally","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner"
"4384","2022-06-29",2,18000,1100,"1 out of 4","Super Area","Begumpet","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4385","2022-05-29",3,25000,1480,"2 out of 3","Super Area","Nizam Colony","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner"
"4386","2022-06-22",1,8500,700,"Ground out of 3","Carpet Area","Hafeezpet, NH 9","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner"
"4387","2022-06-13",3,20000,1500,"5 out of 6","Super Area","Miyapur, NH 9","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner"
"4389","2022-06-11",2,12500,900,"1 out of 3","Super Area","Toli Chowki","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4391","2022-05-31",2,10000,1100,"2 out of 2","Super Area","Chandanagar, NH 9","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner"
"4392","2022-05-12",3,18000,1300,"3 out of 3","Super Area","Lakdikapul, NH 9","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Owner"
"4393","2022-06-21",3,12000,1275,"4 out of 5","Carpet Area","Rajendra Nagar, Outer Ring Road","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner"
"4396","2022-05-20",2,25000,1150,"1 out of 5","Super Area","Madhapur","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner"
"4398","2022-06-02",2,10000,1285,"2 out of 4","Super Area","Malakpet, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"4399","2022-07-06",3,15000,2000,"Ground out of 2","Super Area","Thumukunta","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"4400","2022-07-06",2,20000,1000,"1 out of 1","Super Area","Bolarum, Medchal Road","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
